date,Custom Index
2017-09-20,77.96609
2017-09-21,77.772
2017-09-22,77.90297
2017-09-25,77.785675
2017-09-26,77.88654
2017-09-27,78.13431
2017-09-28,78.20512
2017-09-29,78.42617
2017-10-02,78.50247
2017-10-03,78.785446
2017-10-04,78.901726
2017-10-05,79.17199
2017-10-06,79.03763
2017-10-09,78.8111
2017-10-10,78.99336
2017-10-11,79.07923
2017-10-12,79.103065
2017-10-13,79.16381
2017-10-16,79.11896
2017-10-17,79.13557
2017-10-18,79.172264
2017-10-19,79.22515
2017-10-20,79.76494
2017-10-23,79.69233
2017-10-24,79.73052
2017-10-25,79.32992
2017-10-26,79.53004
2017-10-27,79.69906
2017-10-30,79.33699
2017-10-31,79.54574
2017-11-01,79.91029
2017-11-02,80.13464
2017-11-03,80.23404
2017-11-06,80.33429
2017-11-07,80.238884
2017-11-08,80.37942
2017-11-09,80.126854
2017-11-10,80.26044
2017-11-13,80.254684
2017-11-14,80.3508
2017-11-15,79.88334
2017-11-16,80.79326
2017-11-17,80.924225
2017-11-20,81.07209
2017-11-21,81.4499
2017-11-22,81.35933
2017-11-24,81.43095
2017-11-27,81.238754
2017-11-28,82.1477
2017-11-29,82.40611
2017-11-30,82.901146
2017-12-01,82.49162
2017-12-04,82.43372
2017-12-05,82.17571
2017-12-06,82.12865
2017-12-07,82.44404
2017-12-08,83.04478
2017-12-11,82.90447
2017-12-12,82.928566
2017-12-13,83.01241
2017-12-14,82.570816
2017-12-15,83.3262
2017-12-18,83.88111
2017-12-19,83.60091
2017-12-20,83.6504
2017-12-21,83.76683
2017-12-22,83.77912
2017-12-26,83.96913
2017-12-27,84.09393
2017-12-28,84.3448
2017-12-29,83.94338
2018-01-02,84.30925
2018-01-03,84.792816
2018-01-04,84.82942
2018-01-05,85.35063
2018-01-08,85.69478
2018-01-09,85.519875
2018-01-10,85.34923
2018-01-11,86.10312
2018-01-12,86.69705
2018-01-16,86.185165
2018-01-17,86.91365
2018-01-18,86.99183
2018-01-19,87.508385
2018-01-22,88.11447
2018-01-23,88.42188
2018-01-24,88.19599
2018-01-25,88.291245
2018-01-26,88.99182
2018-01-29,88.34737
2018-01-30,87.45842
2018-01-31,87.5565
2018-02-01,87.369484
2018-02-02,85.66599
2018-02-05,82.56338
2018-02-06,83.467415
2018-02-07,83.30079
